gen.id	name	id
AT1G32080	chloroplast organization	GO:0009658
AT1G32080	response to abscisic acid	GO:0009737
AT1G32080	stomatal movement	GO:0010118
AT1G32080	cellular response to water deprivation	GO:0042631
AT1G32080	lateral root development	GO:0048527
AT1G32090	organic acid metabolic process	GO:0006082
AT1G32090	cellular component biogenesis	GO:0044085
AT1G32090	defense response to other organism	GO:0098542
AT1G32100	lignan biosynthetic process	GO:0009807
AT1G32120	meristem maintenance	GO:0010073
AT1G32120	cell differentiation	GO:0030154
AT1G32120	regulation of developmental growth	GO:0048638
AT1G32120	regulation of multicellular organismal process	GO:0051239
AT1G32130	brassinosteroid mediated signaling pathway	GO:0009742
AT1G32130	regulation of DNA-templated transcription elongation	GO:0032784
AT1G32150	regulation of DNA-templated transcription	GO:0006355
AT1G32150	signal transduction	GO:0007165
AT1G32150	vegetative to reproductive phase transition of meristem	GO:0010228
AT1G32150	cellular response to organic substance	GO:0071310
AT1G32150	cellular response to oxygen-containing compound	GO:1901701
AT1G32160	response to light intensity	GO:0009642
AT1G32160	cellular catabolic process	GO:0044248
AT1G32160	protein-containing complex assembly	GO:0065003
AT1G32160	organic substance catabolic process	GO:1901575
AT1G32170	root epidermal cell differentiation	GO:0010053
AT1G32170	response to chitin	GO:0010200
AT1G32170	xyloglucan metabolic process	GO:0010411
AT1G32170	cell wall biogenesis	GO:0042546
AT1G32170	cellular catabolic process	GO:0044248
AT1G32170	developmental cell growth	GO:0048588
AT1G32170	developmental growth involved in morphogenesis	GO:0060560
AT1G32170	cellular response to organic substance	GO:0071310
AT1G32170	plant-type cell wall organization or biogenesis	GO:0071669
AT1G32170	anatomical structure maturation	GO:0071695
AT1G32170	organic substance catabolic process	GO:1901575
AT1G32190	organelle organization	GO:0006996
AT1G32190	negative regulation of metabolic process	GO:0009892
AT1G32190	flower development	GO:0009908
AT1G32190	adaxial/abaxial axis specification	GO:0009943
AT1G32190	shoot system morphogenesis	GO:0010016
AT1G32190	leaf development	GO:0048366
AT1G32190	meristem development	GO:0048507
AT1G32190	anatomical structure arrangement	GO:0048532
AT1G32190	regulation of developmental process	GO:0050793
AT1G32190	meiotic cell cycle process	GO:1903046
AT1G32200	phosphatidylglycerol biosynthetic process	GO:0006655
AT1G32200	CDP-diacylglycerol biosynthetic process	GO:0016024
AT1G32210	protein glycosylation	GO:0006486
AT1G32210	protein N-linked glycosylation	GO:0006487
AT1G32210	negative regulation of programmed cell death	GO:0043069
AT1G32220	response to oxidative stress	GO:0006979
AT1G32220	ubiquinone-6 biosynthetic process	GO:1901006
AT1G32225	biological_process	GO:0008150
AT1G32230	response to superoxide	GO:0000303
AT1G32230	nitric oxide biosynthetic process	GO:0006809
AT1G32230	response to osmotic stress	GO:0006970
AT1G32230	response to oxidative stress	GO:0006979
AT1G32230	response to water deprivation	GO:0009414
AT1G32230	response to salt stress	GO:0009651
AT1G32230	response to ethylene	GO:0009723
AT1G32230	embryo development ending in seed dormancy	GO:0009793
AT1G32230	jasmonic acid mediated signaling pathway	GO:0009867
AT1G32230	ethylene-activated signaling pathway	GO:0009873
AT1G32230	lateral root morphogenesis	GO:0010102
AT1G32230	response to ozone	GO:0010193
AT1G32230	programmed cell death	GO:0012501
AT1G32230	defense response to bacterium	GO:0042742
AT1G32230	regulation of reactive oxygen species metabolic process	GO:2000377
AT1G32240	regulation of DNA-templated transcription	GO:0006355
AT1G32240	polarity specification of adaxial/abaxial axis	GO:0009944
AT1G32240	abaxial cell fate specification	GO:0010158
AT1G32240	carpel development	GO:0048440
AT1G32240	plant ovule development	GO:0048481
AT1G32260	signal transduction	GO:0007165
AT1G32310	pollen development	GO:0009555
AT1G32310	microsporogenesis	GO:0009556
AT1G32310	positive regulation of protein catabolic process	GO:0045732
AT1G32310	negative regulation of organ growth	GO:0046621
AT1G32330	regulation of DNA-templated transcription	GO:0006355
AT1G32330	regulation of transcription by RNA polymerase II	GO:0006357
AT1G32330	response to heat	GO:0009408
AT1G32330	cellular response to heat	GO:0034605
AT1G32340	protein polyubiquitination	GO:0000209
AT1G32340	ubiquitin-dependent protein catabolic process	GO:0006511
AT1G32340	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436
AT1G32350	alternative respiration	GO:0010230
AT1G32360	regulation of DNA-templated transcription	GO:0006355
AT1G32360	positive regulation of DNA-templated transcription initiation	GO:2000144
AT1G32361	biological_process	GO:0008150
AT1G32361	protein ubiquitination	GO:0016567
AT1G32380	5-phosphoribose 1-diphosphate biosynthetic process	GO:0006015
AT1G32380	purine nucleotide biosynthetic process	GO:0006164
AT1G32380	ribonucleoside monophosphate biosynthetic process	GO:0009156
AT1G32400	viral replication complex formation and maintenance	GO:0046786
AT1G32410	cellular response to extracellular stimulus	GO:0031668
AT1G32410	late endosome to vacuole transport via multivesicular body sorting pathway	GO:0032511
AT1G32410	developmental growth	GO:0048589
AT1G32440	glycolytic process	GO:0006096
AT1G32440	fatty acid biosynthetic process	GO:0006633
AT1G32440	seed maturation	GO:0010431
AT1G32450	leaf senescence	GO:0010150
AT1G32450	response to nitrate	GO:0010167
AT1G32450	nitrate transmembrane transport	GO:0015706
AT1G32450	potassium ion homeostasis	GO:0055075
AT1G32450	proton transmembrane transport	GO:1902600
AT1G32460	response to light stimulus	GO:0009416
AT1G32460	response to wounding	GO:0009611
AT1G32460	jasmonic acid mediated signaling pathway	GO:0009867
AT1G32460	small molecule metabolic process	GO:0044281
AT1G32460	phyllome development	GO:0048827
AT1G32460	defense response to other organism	GO:0098542
AT1G32470	protein lipoylation	GO:0009249
AT1G32470	glycine decarboxylation via glycine cleavage system	GO:0019464
AT1G32480	tricarboxylic acid cycle	GO:0006099
AT1G32480	isocitrate metabolic process	GO:0006102
AT1G32490	RNA splicing	GO:0008380
AT1G32490	embryo development ending in seed dormancy	GO:0009793
AT1G32490	post-transcriptional gene silencing by RNA	GO:0035194
AT1G32500	embryo development ending in seed dormancy	GO:0009793
AT1G32500	thylakoid membrane organization	GO:0010027
AT1G32500	iron-sulfur cluster assembly	GO:0016226
AT1G32530	response to light stimulus	GO:0009416
AT1G32530	response to light intensity	GO:0009642
AT1G32530	hormone-mediated signaling pathway	GO:0009755
AT1G32530	regulation of defense response	GO:0031347
AT1G32530	monocarboxylic acid metabolic process	GO:0032787
AT1G32530	defense response to bacterium	GO:0042742
AT1G32530	cellular catabolic process	GO:0044248
AT1G32530	defense response to fungus	GO:0050832
AT1G32530	chromosome organization	GO:0051276
AT1G32530	organic substance catabolic process	GO:1901575
AT1G32530	cellular response to oxygen-containing compound	GO:1901701
AT1G32540	positive regulation of plant-type hypersensitive response	GO:0034052
AT1G32540	positive regulation of programmed cell death	GO:0043068
AT1G32540	defense response to other organism	GO:0098542
AT1G32540	regulation of removal of superoxide radicals	GO:2000121
AT1G32550	response to light stimulus	GO:0009416
AT1G32560	response to osmotic stress	GO:0006970
AT1G32560	response to water deprivation	GO:0009414
AT1G32560	embryo development ending in seed dormancy	GO:0009793
AT1G32560	seed development	GO:0048316
AT1G32570	biological_process	GO:0008150
AT1G32580	cytidine to uridine editing	GO:0016554
AT1G32580	mitochondrial mRNA modification	GO:0080156
AT1G32583	cell fate determination	GO:0001709
AT1G32583	response to heat	GO:0009408
AT1G32610	endosperm development	GO:0009960
AT1G32610	regulation of seed growth	GO:0080113
AT1G32630	jasmonic acid mediated signaling pathway	GO:0009867
AT1G32630	response to organonitrogen compound	GO:0010243
AT1G32630	regulation of defense response	GO:0031347
AT1G32630	oxoacid metabolic process	GO:0043436
AT1G32630	regulation of developmental process	GO:0050793
AT1G32630	defense response to other organism	GO:0098542
AT1G32640	regulation of DNA-templated transcription	GO:0006355
AT1G32640	tryptophan metabolic process	GO:0006568
AT1G32640	response to desiccation	GO:0009269
AT1G32640	response to wounding	GO:0009611
AT1G32640	response to abscisic acid	GO:0009737
AT1G32640	response to jasmonic acid	GO:0009753
AT1G32640	indole glucosinolate biosynthetic process	GO:0009759
AT1G32640	jasmonic acid mediated signaling pathway	GO:0009867
AT1G32640	positive regulation of flavonoid biosynthetic process	GO:0009963
AT1G32640	stomatal complex development	GO:0010374
AT1G32640	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	GO:0043619
AT1G32640	positive regulation of DNA-templated transcription	GO:0045893
AT1G32640	regulation of DNA-binding transcription factor activity	GO:0051090
AT1G32640	protein homotetramerization	GO:0051289
AT1G32640	regulation of tryptophan metabolic process	GO:0090357
AT1G32640	extracellular ATP signaling	GO:0106167
AT1G32640	regulation of defense response to insect	GO:2000068
AT1G32640	regulation of secondary cell wall biogenesis	GO:2000652
AT1G32690	response to wounding	GO:0009611
AT1G32690	response to jasmonic acid	GO:0009753
AT1G32690	hormone-mediated signaling pathway	GO:0009755
AT1G32690	defense response to other organism	GO:0098542
AT1G32690	cellular response to oxygen-containing compound	GO:1901701
AT1G32700	response to light stimulus	GO:0009416
AT1G32700	response to wounding	GO:0009611
AT1G32700	response to light intensity	GO:0009642
AT1G32700	response to nitrogen compound	GO:1901698
AT1G32730	cytokinesis	GO:0000910
AT1G32730	organic acid metabolic process	GO:0006082
AT1G32730	small molecule biosynthetic process	GO:0044283
AT1G32730	meiotic cell cycle process	GO:1903046
AT1G32740	response to light stimulus	GO:0009416
AT1G32740	cell wall polysaccharide metabolic process	GO:0010383
AT1G32740	cellular polysaccharide biosynthetic process	GO:0033692
AT1G32740	cell wall biogenesis	GO:0042546
AT1G32740	small molecule biosynthetic process	GO:0044283
AT1G32740	plant-type cell wall organization or biogenesis	GO:0071669
AT1G32740	organic hydroxy compound metabolic process	GO:1901615
AT1G32750	DNA-mediated transformation	GO:0009294
AT1G32750	RNA polymerase II preinitiation complex assembly	GO:0051123
AT1G32780	formaldehyde catabolic process	GO:0046294
AT1G32790	lipid metabolic process	GO:0006629
AT1G32790	blue light signaling pathway	GO:0009785
AT1G32790	response to inorganic substance	GO:0010035
AT1G32790	small molecule metabolic process	GO:0044281
AT1G32860	carbohydrate metabolic process	GO:0005975
AT1G32870	regulation of DNA-templated transcription	GO:0006355
AT1G32870	response to red light	GO:0010114
AT1G32870	response to UV-B	GO:0010224
AT1G32870	mitochondria-nucleus signaling pathway	GO:0031930
AT1G32870	positive regulation of cellular response to oxidative stress	GO:1900409
AT1G32900	lipid biosynthetic process	GO:0008610
AT1G32900	response to cold	GO:0009409
AT1G32900	response to red or far red light	GO:0009639
AT1G32900	response to jasmonic acid	GO:0009753
AT1G32900	response to inorganic substance	GO:0010035
AT1G32900	starch biosynthetic process	GO:0019252
AT1G32900	secondary metabolic process	GO:0019748
AT1G32900	pigment metabolic process	GO:0042440
AT1G32900	cellular lipid metabolic process	GO:0044255
AT1G32900	carboxylic acid biosynthetic process	GO:0046394
AT1G32900	cellular response to radiation	GO:0071478
AT1G32900	carbohydrate derivative metabolic process	GO:1901135
AT1G32920	response to wounding	GO:0009611
AT1G32928	response to water deprivation	GO:0009414
AT1G32928	response to wounding	GO:0009611
AT1G32928	response to ethylene	GO:0009723
AT1G32928	response to abscisic acid	GO:0009737
AT1G32928	hormone-mediated signaling pathway	GO:0009755
AT1G32928	response to chitin	GO:0010200
AT1G32928	response to organic cyclic compound	GO:0014070
AT1G32928	regulation of defense response	GO:0031347
AT1G32928	defense response to bacterium	GO:0042742
AT1G32928	defense response to fungus	GO:0050832
AT1G32928	cellular response to hypoxia	GO:0071456
AT1G32930	protein glycosylation	GO:0006486
AT1G32930	embryo development ending in seed dormancy	GO:0009793
AT1G32940	signal transduction	GO:0007165
AT1G32940	response to water deprivation	GO:0009414
AT1G32940	response to abscisic acid	GO:0009737
AT1G32940	secondary metabolic process	GO:0019748
AT1G32940	carboxylic acid metabolic process	GO:0019752
AT1G32940	cellular response to hormone stimulus	GO:0032870
AT1G32960	induced systemic resistance	GO:0009682
AT1G32980	biological_process	GO:0008150
AT1G32990	translation	GO:0006412
AT1G32990	response to cold	GO:0009409
AT1G33030	aromatic compound biosynthetic process	GO:0019438
AT1G33030	methylation	GO:0032259
AT1G33040	protein targeting to membrane	GO:0006612
AT1G33050	hormone-mediated signaling pathway	GO:0009755
AT1G33055	anaerobic respiration	GO:0009061
AT1G33055	cellular response to hypoxia	GO:0071456
AT1G33060	regulation of DNA-templated transcription	GO:0006355
AT1G33080	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961
AT1G33090	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961
AT1G33102	response to light stimulus	GO:0009416
AT1G33102	response to inorganic substance	GO:0010035
AT1G33102	seed maturation	GO:0010431
AT1G33102	oxoacid metabolic process	GO:0043436
AT1G33110	immune system process	GO:0002376
AT1G33110	response to abscisic acid	GO:0009737
AT1G33110	secondary metabolic process	GO:0019748
AT1G33110	regulation of defense response	GO:0031347
AT1G33110	defense response to bacterium	GO:0042742
AT1G33110	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961
AT1G33120	cytoplasmic translation	GO:0002181
AT1G33120	adaxial/abaxial pattern specification	GO:0009955
AT1G33120	response to inorganic substance	GO:0010035
AT1G33140	cytoplasmic translation	GO:0002181
AT1G33140	adaxial/abaxial pattern specification	GO:0009955
AT1G33140	response to inorganic substance	GO:0010035
AT1G33170	response to light stimulus	GO:0009416
AT1G33170	plant-type secondary cell wall biogenesis	GO:0009834
AT1G33230	response to light stimulus	GO:0009416
AT1G33230	response to jasmonic acid	GO:0009753
AT1G33230	cell wall biogenesis	GO:0042546
AT1G33230	plant-type cell wall organization or biogenesis	GO:0071669
AT1G33240	DNA-templated transcription	GO:0006351
AT1G33240	regulation of cell size	GO:0008361
AT1G33240	response to water deprivation	GO:0009414
AT1G33240	trichome morphogenesis	GO:0010090
AT1G33240	negative regulation of cell growth	GO:0030308
AT1G33240	negative regulation of DNA endoreduplication	GO:0032876
AT1G33240	cellular response to water deprivation	GO:0042631
AT1G33240	negative regulation of DNA-templated transcription	GO:0045892
AT1G33240	regulation of stomatal complex patterning	GO:2000037
AT1G33240	regulation of stomatal complex development	GO:2000038
AT1G33250	shoot system morphogenesis	GO:0010016
AT1G33250	developmental growth	GO:0048589
AT1G33250	regulation of developmental process	GO:0050793
AT1G33260	protein phosphorylation	GO:0006468
AT1G33260	response to light stimulus	GO:0009416
AT1G33260	response to wounding	GO:0009611
AT1G33260	carbohydrate biosynthetic process	GO:0016051
AT1G33260	phosphorylation	GO:0016310
AT1G33265	embryo development ending in seed dormancy	GO:0009793
AT1G33265	positive regulation of triglyceride transport	GO:1905885
AT1G33270	triglyceride catabolic process	GO:0019433
AT1G33270	lipid homeostasis	GO:0055088
AT1G33280	plant-type secondary cell wall biogenesis	GO:0009834
AT1G33280	positive regulation of gene expression	GO:0010628
AT1G33280	positive regulation of DNA-templated transcription	GO:0045893
AT1G33280	root cap development	GO:0048829
AT1G33290	biological_process	GO:0008150
AT1G33330	translational termination	GO:0006415
AT1G33340	vesicle budding from membrane	GO:0006900
AT1G33340	clathrin coat assembly	GO:0048268
AT1G33340	clathrin-dependent endocytosis	GO:0072583
AT1G33350	response to temperature stimulus	GO:0009266
AT1G33360	protein folding	GO:0006457
AT1G33360	proteolysis involved in protein catabolic process	GO:0051603
AT1G33390	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000462
AT1G33390	negative regulation of cellular process	GO:0048523
AT1G33400	biological_process	GO:0008150
AT1G33410	mRNA export from nucleus	GO:0006406
AT1G33410	response to cold	GO:0009409
AT1G33410	response to auxin	GO:0009733
AT1G33410	poly(A)+ mRNA export from nucleus	GO:0016973
AT1G33410	developmental process	GO:0032502
AT1G33410	regulation of timing of transition from vegetative to reproductive phase	GO:0048510
AT1G33420	cytokinesis	GO:0000910
AT1G33420	positive regulation of macromolecule metabolic process	GO:0010604
AT1G33420	meristem development	GO:0048507
AT1G33420	negative regulation of cellular process	GO:0048523
AT1G33420	phyllome development	GO:0048827
AT1G33420	regulation of developmental process	GO:0050793
AT1G33420	regulation of multicellular organismal process	GO:0051239
AT1G33420	organic substance catabolic process	GO:1901575
AT1G33420	plant organ formation	GO:1905393
AT1G33430	protein glycosylation	GO:0006486
AT1G33430	non-classical arabinogalactan protein metabolic process	GO:0010407
AT1G33430	pollen exine formation	GO:0010584
AT1G33440	cell differentiation	GO:0030154
AT1G33440	meristem development	GO:0048507
AT1G33440	developmental growth	GO:0048589
AT1G33440	cell division	GO:0051301
AT1G33440	transmembrane transport	GO:0055085
AT1G33470	embryo development ending in seed dormancy	GO:0009793
AT1G33470	cell differentiation	GO:0030154
AT1G33470	meristem development	GO:0048507
AT1G33470	developmental growth	GO:0048589
AT1G33470	cell wall organization or biogenesis	GO:0071554
AT1G33475	biological_process	GO:0008150
AT1G33480	ubiquitin-dependent protein catabolic process	GO:0006511
AT1G33480	protein ubiquitination	GO:0016567
AT1G33490	response to temperature stimulus	GO:0009266
AT1G33490	seed development	GO:0048316
AT1G33490	proteolysis involved in protein catabolic process	GO:0051603
AT1G33500	biological_process	GO:0008150
AT1G33520	mRNA splicing, via spliceosome	GO:0000398
AT1G33520	innate immune response-activating signal transduction	GO:0002758
AT1G33520	defense response to bacterium	GO:0042742
AT1G33560	response to water deprivation	GO:0009414
AT1G33560	defense response to bacterium	GO:0042742
AT1G33560	response to other organism	GO:0051707
AT1G33590	signal transduction	GO:0007165
AT1G33600	signal transduction	GO:0007165
AT1G33600	hormone-mediated signaling pathway	GO:0009755
AT1G33610	signal transduction	GO:0007165
AT1G33612	cell division	GO:0051301
AT1G33670	signal transduction	GO:0007165
AT1G33680	regulation of gene expression	GO:0010468
AT1G33700	carbohydrate metabolic process	GO:0005975
AT1G33700	glucosylceramide catabolic process	GO:0006680
AT1G33700	response to osmotic stress	GO:0006970
AT1G33700	response to water deprivation	GO:0009414
AT1G33700	abscisic acid-activated signaling pathway	GO:0009738
AT1G33700	root development	GO:0048364
AT1G33700	cell wall organization or biogenesis	GO:0071554
AT1G33700	anatomical structure maturation	GO:0071695
AT1G33700	plant epidermis development	GO:0090558
AT1G33720	biological_process	GO:0008150
AT1G33750	diterpenoid biosynthetic process	GO:0016102
AT1G33750	terpenoid biosynthetic process	GO:0016114
AT1G33750	sesquiterpene biosynthetic process	GO:0051762
AT1G33760	response to molecule of bacterial origin	GO:0002237
AT1G33760	immune system process	GO:0002376
AT1G33760	regulation of DNA-templated transcription	GO:0006355
AT1G33760	signal transduction	GO:0007165
AT1G33760	response to bacterium	GO:0009617
AT1G33760	response to salicylic acid	GO:0009751
AT1G33760	response to chitin	GO:0010200
AT1G33760	secondary metabolic process	GO:0019748
AT1G33760	regulation of defense response	GO:0031347
AT1G33760	defense response to bacterium	GO:0042742
AT1G33760	defense response to fungus	GO:0050832
AT1G33760	defense response to other organism	GO:0098542
AT1G33780	lipid biosynthetic process	GO:0008610
AT1G33780	cellular lipid metabolic process	GO:0044255
AT1G33790	biological_process	GO:0008150
AT1G33800	polysaccharide metabolic process	GO:0005976
AT1G33800	lignin metabolic process	GO:0009808
AT1G33800	plant-type secondary cell wall biogenesis	GO:0009834
AT1G33800	xylan metabolic process	GO:0045491
AT1G33800	xylan biosynthetic process	GO:0045492
AT1G33810	protein-containing complex assembly	GO:0065003
AT1G33811	tissue regeneration	GO:0042246
AT1G33940	phragmoplast assembly	GO:0000914
AT1G33960	response to bacterium	GO:0009617
AT1G33970	negative regulation of defense response to bacterium	GO:1900425
AT1G33980	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184
AT1G33980	response to wounding	GO:0009611
AT1G33980	salicylic acid mediated signaling pathway	GO:0009863
AT1G33980	jasmonic acid mediated signaling pathway	GO:0009867
AT1G33980	defense response to bacterium	GO:0042742
AT1G33980	positive regulation of translation	GO:0045727
AT1G33980	long-day photoperiodism	GO:0048571
AT1G33990	jasmonic acid metabolic process	GO:0009694
AT1G33990	salicylic acid metabolic process	GO:0009696
AT1G34000	response to light intensity	GO:0009642
AT1G34000	photosystem II assembly	GO:0010207
AT1G34010	lipid biosynthetic process	GO:0008610
AT1G34010	organic hydroxy compound biosynthetic process	GO:1901617
AT1G34020	glucose transmembrane transport	GO:1904659
AT1G34030	translation	GO:0006412
AT1G34030	translational initiation	GO:0006413
AT1G34046	biological_process	GO:0008150
AT1G34047	biological_process	GO:0008150
AT1G34060	cellular amino acid metabolic process	GO:0006520
AT1G34065	transmembrane transport	GO:0055085
AT1G34110	protein phosphorylation	GO:0006468
AT1G34110	hormone-mediated signaling pathway	GO:0009755
AT1G34110	regulation of root meristem growth	GO:0010082
AT1G34120	seed germination	GO:0009845
AT1G34120	inositol trisphosphate metabolic process	GO:0032957
AT1G34120	inositol phosphate dephosphorylation	GO:0046855
AT1G34120	phosphatidylinositol dephosphorylation	GO:0046856
AT1G34120	seedling development	GO:0090351
AT1G34130	protein glycosylation	GO:0006486
AT1G34130	response to inorganic substance	GO:0010035
AT1G34150	tRNA pseudouridine synthesis	GO:0031119
AT1G34150	mRNA pseudouridine synthesis	GO:1990481
AT1G34170	regulation of DNA-templated transcription	GO:0006355
AT1G34180	regulation of DNA-templated transcription	GO:0006355
AT1G34180	positive regulation of DNA-templated transcription	GO:0045893
AT1G34180	positive regulation of leaf senescence	GO:1900057
AT1G34190	leaf senescence	GO:0010150
AT1G34190	mitochondria-nucleus signaling pathway	GO:0031930
AT1G34190	positive regulation of DNA-templated transcription	GO:0045893
AT1G34190	cellular response to hydrogen peroxide	GO:0070301
AT1G34200	hormone-mediated signaling pathway	GO:0009755
AT1G34210	protein phosphorylation	GO:0006468
AT1G34210	microsporogenesis	GO:0009556
AT1G34210	brassinosteroid mediated signaling pathway	GO:0009742
AT1G34210	pollen maturation	GO:0010152
AT1G34220	protein localization	GO:0008104
AT1G34220	pollen development	GO:0009555
AT1G34220	protein transport	GO:0015031
AT1G34220	endosomal transport	GO:0016197
AT1G34245	guard cell differentiation	GO:0010052
AT1G34245	stomatal complex development	GO:0010374
AT1G34245	plant epidermis morphogenesis	GO:0090626
AT1G34245	negative regulation of stomatal complex development	GO:2000122
AT1G34260	phosphatidylinositol phosphate biosynthetic process	GO:0046854
AT1G34270	protein glycosylation	GO:0006486
AT1G34300	protein phosphorylation	GO:0006468
AT1G34300	recognition of pollen	GO:0048544
AT1G34320	defense response	GO:0006952
AT1G34320	hormone-mediated signaling pathway	GO:0009755
AT1G34320	tissue development	GO:0009888
AT1G34320	negative regulation of gene expression	GO:0010629
AT1G34320	seed development	GO:0048316
AT1G34320	reproductive shoot system development	GO:0090567
AT1G34320	defense response to other organism	GO:0098542
AT1G34340	cellular lipid metabolic process	GO:0044255
AT1G34350	cell morphogenesis	GO:0000902
AT1G34350	biological_process	GO:0008150
AT1G34350	pollen germination	GO:0009846
AT1G34350	pollen tube growth	GO:0009860
AT1G34350	callose deposition in cell wall	GO:0052543
AT1G34355	pollen development	GO:0009555
AT1G34360	ribosome disassembly	GO:0032790
AT1G34370	regulation of DNA-templated transcription	GO:0006355
AT1G34370	response to aluminum ion	GO:0010044
AT1G34370	response to acidic pH	GO:0010447
AT1G34370	cellular response to oxygen levels	GO:0071453
AT1G34370	cellular response to salt stress	GO:0071472
AT1G34370	regulation of cellular response to hypoxia	GO:1900037
AT1G34380	DNA-templated DNA replication	GO:0006261
AT1G34380	double-strand break repair	GO:0006302
AT1G34430	acetyl-CoA biosynthetic process from pyruvate	GO:0006086
AT1G34430	embryo development ending in seed dormancy	GO:0009793
AT1G34460	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079
AT1G34460	mitotic cell cycle phase transition	GO:0044772
AT1G34470	magnesium ion transport	GO:0015693
AT1G34510	response to stress	GO:0006950
AT1G34510	response to oxidative stress	GO:0006979
AT1G34550	embryo development ending in seed dormancy	GO:0009793
AT1G34570	biological_process	GO:0008150
AT1G34580	monosaccharide transmembrane transport	GO:0015749
AT1G34630	protein localization	GO:0008104
AT1G34630	tissue development	GO:0009888
AT1G34630	negative regulation of metabolic process	GO:0009892
AT1G34630	cell differentiation	GO:0030154
AT1G34630	root development	GO:0048364
AT1G34640	signal peptide processing	GO:0006465
AT1G34640	organelle organization	GO:0006996
AT1G34640	lipid biosynthetic process	GO:0008610
AT1G34640	cellular response to starvation	GO:0009267
AT1G34640	secondary metabolic process	GO:0019748
AT1G34640	glucosinolate metabolic process	GO:0019760
AT1G34640	oxoacid metabolic process	GO:0043436
AT1G34640	cellular lipid metabolic process	GO:0044255
AT1G34640	secondary metabolite biosynthetic process	GO:0044550
AT1G34640	membrane lipid biosynthetic process	GO:0046467
AT1G34640	anther wall tapetum development	GO:0048658
AT1G34650	regulation of DNA-templated transcription	GO:0006355
AT1G34750	protein dephosphorylation	GO:0006470
AT1G34760	signal transduction	GO:0007165
AT1G34760	protein localization	GO:0008104
AT1G34770	double-strand break repair	GO:0006302
AT1G34780	response to light stimulus	GO:0009416
AT1G34780	unidimensional cell growth	GO:0009826
AT1G34790	flavonoid biosynthetic process	GO:0009813
AT1G34790	regulation of gene expression	GO:0010468
AT1G34790	anatomical structure development	GO:0048856
AT1G34792	biological_process	GO:0008150
AT1G34795	biological_process	GO:0008150
AT1G34825	biological_process	GO:0008150
AT1G34830	biological_process	GO:0008150
AT1G35140	response to hypoxia	GO:0001666
AT1G35140	cellular response to hypoxia	GO:0071456
AT1G35160	signal transduction	GO:0007165
AT1G35160	protein localization	GO:0008104
AT1G35160	brassinosteroid mediated signaling pathway	GO:0009742
AT1G35170	biological_process	GO:0008150
AT1G35180	lipid biosynthetic process	GO:0008610
AT1G35180	monocarboxylic acid metabolic process	GO:0032787
AT1G35180	cellular lipid metabolic process	GO:0044255
AT1G35190	toxin metabolic process	GO:0009404
AT1G35190	response to inorganic substance	GO:0010035
AT1G35190	defense response to bacterium	GO:0042742
AT1G35190	defense response to fungus	GO:0050832
AT1G35210	response to UV-B	GO:0010224
AT1G35220	lipid biosynthetic process	GO:0008610
AT1G35220	tissue development	GO:0009888
AT1G35220	cell differentiation	GO:0030154
AT1G35220	developmental growth	GO:0048589
AT1G35220	organic hydroxy compound biosynthetic process	GO:1901617
AT1G35230	signal transduction	GO:0007165
AT1G35230	response to water deprivation	GO:0009414
AT1G35230	response to alcohol	GO:0097305
AT1G35250	secondary metabolic process	GO:0019748
AT1G35255	biological_process	GO:0008150
AT1G35260	defense response	GO:0006952
AT1G35260	tissue development	GO:0009888
AT1G35260	glucosinolate metabolic process	GO:0019760
AT1G35290	response to extracellular stimulus	GO:0009991
AT1G35290	regulation of biological quality	GO:0065008
AT1G35310	defense response	GO:0006952
AT1G35320	biological_process	GO:0008150
AT1G35340	response to cold	GO:0009409
AT1G35340	response to light stimulus	GO:0009416
AT1G35400	biological_process	GO:0008150
AT1G35420	biological_process	GO:0008150
AT1G35430	vesicle-mediated transport	GO:0016192
AT1G35430	cytoskeleton-dependent cytokinesis	GO:0061640
AT1G35460	regulation of DNA-templated transcription	GO:0006355
AT1G35460	regulation of transcription by RNA polymerase II	GO:0006357
AT1G35460	circadian rhythm	GO:0007623
AT1G35460	response to heat	GO:0009408
AT1G35460	response to cold	GO:0009409
AT1G35460	temperature compensation of the circadian clock	GO:0010378
AT1G35460	regulation of gene expression	GO:0010468
AT1G35460	cuticle development	GO:0042335
AT1G35460	regulation of photoperiodism, flowering	GO:2000028
AT1G35470	cytoskeleton organization	GO:0007010
AT1G35470	cell surface receptor signaling pathway	GO:0007166
AT1G35490	cell morphogenesis involved in differentiation	GO:0000904
AT1G35490	cell tip growth	GO:0009932
AT1G35490	developmental cell growth	GO:0048588
AT1G35490	regulation of multicellular organismal process	GO:0051239
AT1G35490	regulation of unidimensional cell growth	GO:0051510
AT1G35490	regulation of reproductive process	GO:2000241
AT1G35510	embryo development ending in seed dormancy	GO:0009793
AT1G35510	negative regulation of metabolic process	GO:0009892
