"gene_id","log2FoldChange_MeristemElong","log2FoldChange_MeristemDif","padj_MeristemElong","padj_MeristemDif","log2FoldChange_mean","padj_mean","def","AGI","ProbeID","Gene Symbol","Description","PLT1_FC","PLT2_FC","PLT3_FC","PLT4_FC","PLT5_FC","PLT7_FC","QC_1h_FC","QC_4h_FC","PLT1_p","PLT2_p","PLT3_p","PLT4_p","PLT5_p","PLT7_p","QC_1h_p","QC_4h_p","PLT1","PLT2","PLT3","PLT4","PLT5","PLT7","QC_1h_plt","QC_4h_plt"
"AT5G44530",-2.48519976365938,-2.10032468898198,0.000407335730539088,0.0024560054492164,-2.29276222632068,0.00143167058987774,"Subtilase family protein","AT5G44530","AT5G44530_at",NA,NA,-0.55,-0.97,-0.34,-0.46,-0.35,-0.62,0.021,-0.32,0.00318316343033815,0.00725875738238604,0.130031789290324,0.0149726012485748,0.0801581289016097,0.00133767562690933,0.998342219233687,0.344643572271623,0,-1,0,0,0,0,0,0
"AT1G76990",-1.88289121292703,-2.71845994731536,0.000865352821867663,1.27884588866851e-09,-2.3006755801212,0.000432677050356776,"ACT domain repeat 3","AT1G76990","AT1G76990_at","ACR3",NA,-0.17,-0.33,-0.83,-0.65,-0.53,-0.44,0.092,-0.071,0.134321352552838,0.0826552974261175,3.18538973110353e-05,4.30257405071621e-05,0.000620506677925599,0.000922950464917089,0.998342219233687,0.804885004270315,0,0,-1,0,0,0,0,0
"AT2G01950",-2.40813778726917,-2.21043206920645,0.000371590522617428,0.000594691571453094,-2.30928492823781,0.000483141047035261,"BRI1-like 2","AT2G01950","AT2G01950_at","BRL2 VH1","Encodes a leucine rich repeat receptor kinase and associated with provascular/procambial cells. Similar to BRI, brassinosteroid receptor protein.",-1.6,-0.57,-0.16,-0.095,-0.13,-1.2,0.067,-0.5,1.09938490442457e-09,0.0817561369601399,0.274512920376702,0.474982364368458,0.365536162391627,3.88008809111209e-08,0.998342219233687,0.0539957924172267,-1,0,0,0,0,-1,0,0
"AT2G35960",-1.95151378025221,-2.67972612139232,0.0433785357073695,0.000273162405151961,-2.31561995082226,0.0218258490562607,"NDR1/HIN1-like 12","AT2G35960","AT2G35960_at","NHL12","Encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression is not altered in response to cucumber mosaic virus or spermine.",-0.97,-0.73,-0.89,-0.53,-0.6,-0.9,-0.16,0.014,3.0256710550604e-05,0.0961551034246701,0.000716798793427344,0.00886726519014057,0.00594056344676909,8.27771308681692e-05,0.998342219233687,0.959701123376235,-1,0,-1,0,0,-1,0,0
"AT1G78370",-1.7529672615838,-2.9023241973574,0.0142065441577374,1.67335091471371e-08,-2.3276457294706,0.00710328044562326,"glutathione S-transferase TAU 20","AT1G78370","AT1G78370_at","ATGSTU20 GSTU20","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).",-2,-0.45,-0.94,-0.96,-0.34,-1.3,-0.079,0.48,1.00541571256494e-07,0.0388176089654111,0.00208929683712893,0.000384557800766894,0.193113792226951,9.20220232402381e-06,0.998342219233687,0.131398352179793,-1,0,0,-1,0,-1,0,0
"AT1G19300",-2.33137890932147,-2.33557669985182,1.52664034115531e-11,1.37533156349089e-12,-2.33347780458664,8.32086748752198e-12,"Nucleotide-diphospho-sugar transferases superfamily protein","AT1G19300","AT1G19300_at","ATGATL1 GATL1 GLZ1 PARVUS","The PARVUS/GLZ1 gene encodes a putative family 8 glycosyl transferase that contributes to xylan biosynthesis. Its gene expression shows good co-variance with the IRX3 gene involved in secondary cell wall synthesis. PARVUS/GLZ1 is predicted to have galacturonosyltransferase activity and may be involved in the formation of the complex oligosaccharide sequence present at the reducing end of xylan. PARVUS is expressed in cells undergoing secondary wall thickening, and parvus mutants have thinner cell walls.",-1.3,-0.73,-1.1,-0.91,-0.8,-1.3,-0.35,-0.82,1.57485950140349e-05,0.0580020533225246,0.00119911073651401,0.00093894441619425,0.0046069418390795,1.78125839445693e-05,0.998342219233687,0.0409590643328788,-1,0,-1,-1,0,-1,0,-1
"AT5G23210",-2.8242408151062,-1.84803679427132,5.30287133500398e-05,0.0185036587644235,-2.33613880468876,0.00927834373888675,"serine carboxypeptidase-like 34","AT5G23210","AT5G23210_at","SCPL34",NA,-2.9,-0.88,-1.5,-1.5,-0.88,-2.3,-0.33,-0.75,5.77194777387956e-06,0.00380971503631267,0.0137250379557407,0.00466202361605045,0.0993997471476439,6.98163418463512e-05,0.998342219233687,0.0197413035314479,-1,-1,0,0,0,-1,0,0
"AT1G32690",-2.37255900666051,-2.32196017276877,0.000249686076831283,0.000115269055734748,-2.34725958971464,0.000182477566283015,NA,"AT1G32690","AT1G32690_at",NA,NA,-0.71,-0.75,-0.33,-0.49,-0.52,-0.92,-0.16,-0.58,0.000107200669764447,0.0694850117652256,0.0897027529614564,0.00424962549706966,0.00465421830762981,9.30814261986526e-06,0.998342219233687,0.0639664890076807,0,0,0,0,0,-1,0,0
"AT3G23690",-3.00760059404119,-1.68988035920157,5.83200027330374e-09,0.00704533461939557,-2.34874047662138,0.00352267022569792,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein","AT3G23690","AT3G23690_at",NA,NA,-1.1,-0.45,-0.73,-0.89,-0.66,-1.3,-0.12,-0.48,8.65477022131835e-06,0.114554324310121,0.00317670615073949,0.000125809149011611,0.00306778218801948,1.7206689390658e-06,0.998342219233687,0.0127681284138207,-1,0,0,-1,0,-1,0,0
"AT4G17170",-2.36325859117848,-2.33568049957625,7.91002298749813e-06,2.65730490089561e-06,-2.34946954537737,5.28366394419687e-06,"RAB GTPase homolog B1C","AT4G17170","AT4G17170_at","AT-RAB2 ATRAB-B1B ATRAB2A ATRABB1C RAB-B1B RAB2A RABB1C","member of RAB gene family",-0.79,-0.48,-0.62,-0.72,-0.4,-0.86,-0.17,-0.29,5.59798484204398e-06,0.0295551107226833,0.000702378507992219,2.96407393056365e-05,0.00737028079922844,2.60034860334459e-06,0.998342219233687,0.0769916181601685,0,0,0,0,0,-1,0,0
"AT1G13250",-1.91209971581555,-2.79391085001111,0.0129279653384751,1.9417455668955e-06,-2.35300528291333,0.00646495354202098,"galacturonosyltransferase-like 3","AT1G13250","AT1G13250_at","GATL3","Encodes a protein with  putative galacturonosyltransferase activity.",-1.8,-0.64,-0.43,-0.67,-0.32,-1,-0.01,-0.19,1.46900493032024e-08,0.0300375449172149,0.03609670264671,0.000593390351672073,0.0823515218744728,6.72562718992881e-06,0.998342219233687,0.275818643513,-1,0,0,0,0,-1,0,0
"AT3G16570",-2.83153976110975,-1.88209929744575,2.6743273458367e-05,0.0121314927036345,-2.35681952927775,0.00607911798854642,"rapid alkalinization factor 23","AT3G16570","AT3G16570_at","ATRALF23 RALF23","Encodes RALF23, a member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.  RALF23 is significantly downregulated by brassinolide treatment of seedlings.   Overexpression of AtRALF23 impairs brassinolide-induced hypocotyls elongation, and mature overexpressing plants are shorter and bushier. RALF23 overexpression produces slower growing seedlings with roots that have reduced capacity to acidify the rhizosphere.",-0.88,-0.67,-0.71,-0.77,-0.4,-1,-0.29,-0.42,6.93074469163851e-05,0.105946987350109,0.00370931410501428,0.000452992790581442,0.0538324374443688,2.09876967037673e-05,0.998342219233687,0.108711838079107,-1,0,0,0,0,-1,0,0
"AT3G14270",-1.88779515805753,-2.83048120991214,0.00251029561482688,5.17141681784098e-09,-2.35913818398484,0.00125515039312185,"phosphatidylinositol-4-phosphate 5-kinase family protein","AT3G14270","AT3G14270_at","FAB1B","Encodes a protein that is predicted to act as a 1-phosphatidylinositol-3-phosphate (PtdIns3P) 5-kinase based on its homology to Fab1 from yeast. It contains an FYVE domain required for binding to PtdIns3P-containing membranes in yeast, as well as a Cpn60_TCP1 homology domain plus a kinase domain. fab1a/fab1b pollen grains not viable and have defective vacuolar organization.",-0.5,-0.38,-0.5,-0.32,-0.24,-0.83,-0.13,-0.4,5.01595294167573e-05,0.113013335043041,0.000524815593241286,0.00346421412481702,0.0320001823303337,2.8850451780906e-07,0.998342219233687,0.0453844919250548,0,0,0,0,0,-1,0,0
"AT5G03610",-2.31468200686403,-2.41211725234624,5.40317551836478e-05,4.30529392206115e-06,-2.36339962960513,2.91685245528545e-05,"GDSL-like Lipase/Acylhydrolase superfamily protein","AT5G03610","AT5G03610_at",NA,NA,-1.3,-0.56,-0.28,-0.16,-0.57,-1.4,0.14,-0.47,1.21672667819981e-06,0.0268226049445216,0.223761038101974,0.413844768621162,0.0064073921341058,5.28846207536794e-07,0.998342219233687,0.079615482657359,-1,0,0,0,0,-1,0,0
"AT4G21980",-1.4320162476565,-3.31329925801711,0.0107323637095591,9.10259374554586e-22,-2.37265775283681,0.00536618185477957,"Ubiquitin-like superfamily protein","AT4G21980","AT4G21980_at","APG8A ATG8A","Encodes APG8, a component of autophagy conjugation pathway. Delivered to the lumens of  vacuole under nitrogen-starvation condition. Highest expression in flowers. mRNA abundance increased during dark-induced  carbon starvation. Predominantly cytoplasmic with or without N starvation. Upon concanamycin A the protein accumulates in the central vacuole as punctuate structures that resemble autophagic bodies. This localization  is more abundant upon N starvation.",-0.15,0.19,-0.15,-0.18,-0.087,-1.5,-0.094,-0.15,0.225020572628795,0.438662066143091,0.379012692101405,0.167032925967621,0.590736080332993,5.25640686759937e-09,0.998342219233687,0.365725355906941,0,0,0,0,0,-1,0,0
"AT1G78680",-1.93977276832962,-2.81312240203256,0.000109554873593692,3.11071261390885e-12,-2.37644758518109,5.47774383522023e-05,"gamma-glutamyl hydrolase 2","AT1G78680","AT1G78680_at","ATGGH2 GGH2","The Arabidopsis protein AtGGH2 is a gamma-glutamyl hydrolase acting specifically on monoglutamates. The enzyme is involved in the tetrahydrofolate metabolism and located to the vacuole.",-0.87,-0.64,-0.54,-0.59,-0.17,-0.31,-0.039,-0.18,8.7401219961339e-06,0.0122867604941118,0.00556093395497671,0.000718338828248118,0.331722867397063,0.0359417141744933,0.998342219233687,0.339291191921861,-1,-1,0,0,0,0,0,0
"AT5G35200",-2.0779237208353,-2.69079418036345,7.48447165829635e-05,1.27634899072951e-09,-2.38435895059938,3.74229964659771e-05,"ENTH/ANTH/VHS superfamily protein","AT5G35200","AT5G35200_at",NA,NA,-0.73,-0.24,-0.69,-0.73,-0.68,-0.92,-0.23,-0.15,6.19135389066534e-05,0.30904198195807,0.00102330271789279,0.000121549906578383,0.000502023690118856,7.25318000925754e-06,0.998342219233687,0.589464091507975,0,0,0,0,0,-1,0,0
"AT4G19670",-2.07206806973079,-2.70731476440897,0.0054670133243367,7.77448315940694e-06,-2.38969141706988,0.00273739390374805,"RING/U-box superfamily protein","AT4G19670","AT4G19670_at",NA,NA,-1.1,-0.33,-0.59,-0.63,-0.62,-0.78,-0.066,-0.29,7.32986711095696e-09,0.145084535209763,6.38404315835208e-05,4.0358987014814e-06,1.77127259859749e-05,2.45156187846903e-07,0.998342219233687,0.202630608682667,-1,0,0,0,0,0,0,0
"AT4G24050",-2.66543257702615,-2.13021905832466,1.04062625362111e-07,3.57926213709645e-05,-2.3978258176754,1.79483419981633e-05,"NAD(P)-binding Rossmann-fold superfamily protein","AT4G24050","AT4G24050_at",NA,NA,-1.2,-0.92,-0.83,-1,-0.98,-0.93,-0.1,-0.14,1.16263043683948e-07,0.0121875784999607,0.00011312724121315,2.01440967338222e-06,1.09095110781302e-05,2.75370604402274e-06,0.998342219233687,0.599041939629744,-1,-1,-1,-1,-1,-1,0,0
"AT3G13310",-1.46130162085813,-3.35115004915065,0.04562568597314,2.59296424368759e-14,-2.40622583500439,0.0228128429865829,"Chaperone DnaJ-domain superfamily protein","AT3G13310","AT3G13310_at",NA,NA,-0.77,-0.39,-0.37,-0.35,-0.2,-0.86,-0.078,0.0097,9.66302276819815e-07,0.120919598235454,0.00734771394916476,0.00327244947729332,0.0990680354570061,4.28006260416699e-07,0.998342219233687,0.960348091132187,0,0,0,0,0,-1,0,0
"AT4G32150",-1.98739093529014,-2.84109274266292,0.00112088054122159,5.99679397641984e-09,-2.41424183897653,0.000560443269007784,"vesicle-associated membrane protein 711","AT4G32150","AT4G32150_at","ATVAMP711 VAMP711","AtVAMP711 is a member of Synaptobrevin-like AtVAMP7C, v-SNARE (soluble N-ethyl-maleimide sensitive factor attachment protein receptors) protein family. SNAREs have been divided into four subgroups: Qa-, Qb-, Qc- and R-SNAREs. R-SNAREs are classified into three groups, the Sec22-, YKT6- and VAMP7-like R-SNAREs. One R-SNARE and three Q-SNAREs (one of each subgroup) form the trans-SNARE complex, which governs specific membrane fusions.  VAMP7 proteins consist of three distinct domain, the N-terminal longin-domain (LD), the SNARE motif (SNM) and a transmembrane domain. In spite of the high similarities among the VAMP7 proteins, they show different subcellular localizations. VAMP7C is vacuolar-localized and its LD is essential for the correct localization. Generally, it is suggested that the complete LD is the determinant of subcellular sorting in both animal and plant R-SNAREs.",-1,-0.5,-0.85,-0.84,-0.66,-0.82,-0.12,-0.23,9.549709523397e-07,0.0315653309279101,0.000138564821754021,2.1453331337815e-05,0.000471803003211311,1.4826597744081e-05,0.998342219233687,0.187418343914729,-1,0,-1,-1,0,-1,0,0
"AT3G29350",-2.46842331896853,-2.36559478655729,0.000146568883802605,0.000106234773766982,-2.41700905276291,0.000126401828784793,"histidine-containing phosphotransmitter 2","AT3G29350","AT3G29350_at","AHP2","Encodes AHP2, one of the six Arabidopsis thaliana histidine phosphotransfer proteins (AHPs).  AHPs function in His-to-Asp phosphorelay signal transduction and as redundant positive regulators of cytokinin signaling.  Members of the AHP gene family include: AT3G21510 (AHP1), AT3G29350 (AHP2), AT5G39340 (AHP3), AT3G16360 (AHP4), AT1G03430 (AHP5) and AT1G80100 (AHP6).",0.95,0.12,1,0.3,0.41,0.81,-0.058,-0.47,1.15191301461206e-07,0.454532515574927,1.33973097898396e-06,0.00907537921647538,0.00198403744082522,9.01691000361098e-07,0.998342219233687,0.0761980029689456,1,0,1,0,0,0,0,0
"AT5G18470",-1.91291689487246,-2.92692955381985,0.0149122233884127,7.6839846580703e-07,-2.41992322434615,0.00745649589343925,"Curculin-like (mannose-binding) lectin family protein","AT5G18470","AT5G18470_at",NA,NA,1.2,1.1,0.75,1.6,0.67,0.031,-0.012,0.13,4.63625460742412e-05,0.00414567793122593,0.0148151614631012,6.03532077633917e-06,0.0157447333533227,0.919855538073047,0.998342219233687,0.333961792199781,1,1,0,1,0,0,0,0
"AT2G28890",-1.63853091102459,-3.2030716534273,0.00363429089385452,1.55784994464334e-16,-2.42080128222594,0.00181714544692734,"poltergeist like 4","AT2G28890","AT2G28890_at","PLL4","Encodes a protein phosphatase 2C  like gene, similar to POL. Involved in leaf development. Knockout mutants have abnormally shaped leaves.",-0.54,-0.72,-0.25,-0.47,-0.12,-0.46,-0.06,-0.34,0.000124871861356933,0.0140527996933692,0.0958175833931167,0.000851098391364652,0.420212796935137,0.000663782246149466,0.998342219233687,0.0768986030859159,0,-1,0,0,0,0,0,0
"AT1G01620",-2.56515361425368,-2.27791858182069,3.42326614104982e-05,0.000153319938438694,-2.42153609803719,9.37762999245962e-05,"plasma membrane intrinsic protein 1C","AT1G01620","AT1G01620_at","PIP1;3 PIP1C TMP-B","a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.",-1.2,-0.51,-0.74,-0.99,-0.52,-1.2,0.12,0.25,1.30175494780287e-08,0.0269017513443427,4.5410243436137e-05,3.381247168302e-07,0.000391992924492655,2.17562633991955e-08,0.998342219233687,0.188883436336607,-1,0,0,-1,0,-1,0,0
"AT4G36380",-1.90534429392507,-2.95957363202358,0.00942460897379234,9.8252662785218e-08,-2.43245896297433,0.00471235361322756,"Cytochrome P450 superfamily protein","AT4G36380","AT4G36380_at","ROT3","Encodes a cytochrome P-450 gene that is involved in leaf blade expansion by controlling polar cell expansion in the leaf length direction. Member of the CYP90C CYP450 family. ROT3 was shown to be involved in brassinosteroid biosynthesis, most likely in the conversion step of typhasterol (TY) to castasterone (CS). As 6-deoxo-CS was unable to restore the phenotype of rot3-1, it has been postulated that ROT3 might be specifically involved in the conversion of TY to CS in the C6-oxidation pathway of brassinolide. Recently, CYP90C1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates).",-0.47,-0.5,-0.23,-0.63,-0.2,-0.86,0.14,0.58,0.00462956335949476,0.0812196066712223,0.275734476341652,0.000799389917614536,0.287658420832424,2.93860850740204e-05,0.998342219233687,0.0176647786438301,0,0,0,0,0,-1,0,0
"AT2G35880",-3.07477106935376,-1.80326037750156,4.56623957298895e-11,0.000946355990680391,-2.43901572342766,0.000473178018171393,"TPX2 (targeting protein for Xklp2) protein family","AT2G35880","AT2G35880_at",NA,NA,-2,-0.64,-1.2,-1.3,-0.77,-1.8,-0.1,-0.47,2.31960784262762e-07,0.0139577958338305,0.000458900750453826,3.77396448119133e-05,0.00631328788234258,7.77211854407738e-07,0.998342219233687,0.0614550585092123,-1,-1,-1,-1,0,-1,0,0
"AT1G22330",-2.81968822164801,-2.07785257166138,1.66389037584315e-07,0.000265524665346286,-2.4487703966547,0.000132845527191935,"RNA-binding (RRM/RBD/RNP motifs) family protein","AT1G22330","AT1G22330_at",NA,NA,-3.1,-1.2,-1.9,-2.2,-1.1,-2.9,-0.36,-1,6.37007170907101e-08,0.0044781023542505,0.000172206620965052,4.86371864408889e-06,0.00505173774785553,1.64119559213804e-07,0.998342219233687,0.0343514022656203,-1,-1,-1,-1,0,-1,0,-1
"AT5G15310",-2.53113588571352,-2.37467224526752,0.00082736483114373,0.000891432806952472,-2.45290406549052,0.000859398819048101,"myb domain protein 16","AT5G15310","AT5G15310_at","ATMIXTA ATMYB16 MYB16","Member of the R2R3 factor gene family.",-1.2,-0.75,-0.17,0.031,-0.21,-0.22,-0.13,-0.13,4.46134128898459e-07,0.0395545432003869,0.44332511148572,0.891246067824566,0.257426561668971,0.167486718355185,0.998342219233687,0.554789699794077,-1,0,0,0,0,0,0,0
"AT1G69450",-1.69767609554296,-3.2084329439808,4.01505255789877e-08,5.10631259762752e-45,-2.45305451976188,2.00752627894938e-08,"Early-responsive to dehydration stress protein (ERD4)","AT1G69450","AT1G69450_at",NA,NA,-0.91,-0.78,-0.66,-0.73,-0.56,-0.89,-0.24,-0.05,0.000330153992841308,0.0116142712375448,0.0191457012292223,0.00325124343687829,0.0267646539099373,0.000447030176272821,0.998342219233687,0.891537201881731,-1,-1,0,0,0,-1,0,0
"AT1G26450",-2.90644515116065,-2.00069917341502,5.13419235175167e-05,0.0100785462868821,-2.45357216228784,0.00506494410519979,"Carbohydrate-binding X8 domain superfamily protein","AT1G26450","AT1G26450_at",NA,NA,-0.79,-0.67,-0.77,-0.46,-0.53,-0.84,0.091,-0.76,5.67752640440635e-05,0.0284121541601982,0.00071385014980335,0.00756401319009173,0.00498908285437936,3.44472056975951e-05,0.998342219233687,0.0426242362461901,0,0,0,0,0,-1,0,0
"AT5G44070",-1.9641783097688,-2.94346027577111,5.32345088400642e-05,4.15216545195833e-14,-2.45381929276995,2.66172544407929e-05,"phytochelatin synthase 1 (PCS1)","AT5G44070","AT5G44070_at","ARA8 ATPCS1 CAD1 PCS1","Phytochelatin synthase gene confers tolerance to cadmium ions. Catalyzes phytochelatin (PC) synthesis from glutathione (GSH) in the presence of Cd2+, Zn2+, Cu2+ and Fe3+, but not by Co2+ or Ni2+.",-1.5,-0.55,-0.76,-0.75,-0.47,-1.2,-0.19,-0.21,7.86537861270914e-09,0.0144618129180041,0.000142076007431384,2.14393420838721e-05,0.00275616303430035,6.92970354269692e-08,0.998342219233687,0.194088560013057,-1,0,0,0,0,-1,0,0
"AT1G60960",-1.47219982042574,-3.4455912100491,0.0164675169628021,9.30579468504867e-20,-2.45889551523742,0.00823375848140103,"iron regulated transporter 3","AT1G60960","AT1G60960_at","ATIRT3 IRT3","Encodes a plasma membrane localized zinc/iron transporter.",-1.4,-0.57,-0.4,-1.1,-0.25,-0.55,-0.14,-0.026,2.95510482661953e-06,0.0577105936529245,0.131416738120825,4.52206650854708e-05,0.308304939269081,0.00944654917654502,0.998342219233687,0.923787607295671,-1,0,0,-1,0,0,0,0
"AT1G15950",-1.61775307658182,-3.30415474947311,0.0380907550026974,8.74054838390454e-11,-2.46095391302746,0.0190453775450514,"cinnamoyl coa reductase 1","AT1G15950","AT1G15950_at","ATCCR1 CCR1 IRX4","Encodes a cinnamoyl CoA reductase. Involved in lignin biosynthesis.",-0.46,-0.42,-0.94,-0.62,-0.56,-1.1,-0.15,-0.19,0.0047758574210193,0.055692786871772,0.000117723906060861,0.000733794470564381,0.00307426729982125,1.26739215424822e-06,0.998342219233687,0.368600681833228,0,0,-1,0,0,-1,0,0
"AT1G17620",-2.70199756273059,-2.25060698100434,4.14111390966316e-09,1.35212695190435e-06,-2.47630227186747,6.78134032907006e-07,"Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","AT1G17620","AT1G17620_at",NA,NA,-1.5,-0.63,-1.1,-1.1,-0.61,-1.7,-0.11,-0.24,1.84858865526188e-08,0.0517134167926952,1.77738059246448e-05,2.25395365616819e-06,0.000939969937052891,8.72251582415055e-09,0.998342219233687,0.145897327156808,-1,0,-1,-1,0,-1,0,0
"AT2G45400",-2.82947103708156,-2.13309704139257,6.79463763076097e-11,2.9394219426035e-06,-2.48128403923707,1.4697449444899e-06,"NAD(P)-binding Rossmann-fold superfamily protein","AT2G45400","AT2G45400_at","BEN1","involved in the regulation of brassinosteroid metabolic pathway",-1.3,-0.71,-0.54,-0.77,-0.48,-1.3,-0.085,-0.38,3.29603317239134e-07,0.0178823409007303,0.00995357376433921,0.000145772909501362,0.0102963965428924,4.0886846665743e-07,0.998342219233687,0.0664229305447126,-1,-1,0,0,0,-1,0,0
"AT2G30870",-1.73295391512055,-3.23880876671462,0.00791548721134969,1.84137508547959e-12,-2.48588134091759,0.00395774360659553,"glutathione S-transferase PHI 10","AT2G30870","AT2G30870_at","ATGSTF10 ATGSTF4 ERD13 GSTF10","early dehydration-induced gene ERD13 homologous to tobacco and maize glutathione S-transferases.  Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002)",-0.14,-0.043,-0.36,-0.36,-0.28,-0.85,-0.086,-0.074,0.263097657337848,0.785837250725828,0.0247886901024076,0.00983942815675857,0.0529011717086137,2.88251657880764e-06,0.998342219233687,0.683335590581221,0,0,0,0,0,-1,0,0
"AT2G24040",-2.77390788131113,-2.1992217302172,0.000311110205573774,0.00464887177876764,-2.48656480576417,0.00247999099217071,"Low temperature and salt responsive protein family","AT2G24040","AT2G24040_at",NA,NA,-1,-0.25,-0.79,-0.87,-0.64,-0.81,-0.014,-0.54,2.057612841215e-05,0.347877751298022,0.00168543382095189,0.00015019338765603,0.00379506137016413,0.000194306540749156,0.998342219233687,0.0788302011740413,-1,0,0,-1,0,0,0,0
"AT5G03240",-1.6233840350988,-3.38643840295545,0.0332350588277472,1.03304815057586e-11,-2.50491121902712,0.0166175294190388,"polyubiquitin 3","AT5G03240","AT5G03240_at","UBQ3","encodes ubiquitin that is attached to proteins destined for degradation. UBQ3 is most homologous with UBQ4, and is expressed in higher levels in vegetative tissue but lower levels in flowers than UBQ4. UBQ3 encodes different number of ubiquitins in different ecotypes. UBQ3 transcript level is modulated by UV-B and light/dark treatments.",-0.86,-0.074,-0.56,-0.18,-0.27,-0.43,-0.25,-0.13,7.46887852506358e-05,0.658265428116644,0.0150804281027484,0.373918728297191,0.186645561734398,0.0182692577743715,0.952525207888151,0.35960539067042,-1,0,0,0,0,0,0,0
"AT5G03760",-2.41118323801326,-2.62030292953327,1.35171821708634e-05,2.00888258127755e-07,-2.51574308377327,6.85903521449558e-06,"Nucleotide-diphospho-sugar transferases superfamily protein","AT5G03760","AT5G03760_at","ATCSLA09 ATCSLA9 CSLA09 CSLA9 RAT4","encodes a beta-mannan synthase that is required for agrobacterium-mediated plant genetic transformation involves a complex interaction between the bacterium and the host plant. 3' UTR is involved in transcriptional regulation and the gene is expressed in the elongation zone of the root.",-2.9,-1.1,-1.3,-2,-0.87,-2.5,0.14,-0.36,7.57271734082146e-07,0.00512885900166391,0.0115278384815154,6.12017686371532e-05,0.0489701627319058,5.44196915275194e-06,0.998342219233687,0.445209094137971,-1,-1,0,-1,0,-1,0,0
"AT4G39350",-1.99514832992656,-3.04401436870204,0.00843996665021757,1.72671935030346e-07,-2.5195813493143,0.0042200696610763,"cellulose synthase A2","AT4G39350","AT4G39350_at","ATCESA2 ATH-A CESA2","Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.",-1.5,-0.6,-0.79,-0.89,-0.53,-1.1,-0.18,-0.34,2.56289454279072e-09,0.0183678251595624,3.39228653474254e-05,1.18520711444395e-06,0.000402579449651641,7.88374646684254e-08,0.998342219233687,0.0380260751571165,-1,0,0,-1,0,-1,0,0
"AT3G19010",-1.65684000935723,-3.38526014284136,0.00529536007860463,6.03502310255053e-17,-2.52105007609929,0.00264768003930234,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","AT3G19010","AT3G19010_at",NA,NA,-0.55,-0.54,-0.78,-0.79,-0.61,-0.89,-0.21,-0.25,0.000226453351132932,0.0599760039598812,0.000111307393557197,1.2470456450158e-05,0.000375564026800733,2.14609017867977e-06,0.998342219233687,0.137429587180134,0,0,0,0,0,-1,0,0
"AT3G15540",-2.16413817362809,-2.88500826122253,0.0084565176323411,1.30965021518755e-05,-2.52457321742531,0.00423480706724649,"indole-3-acetic acid inducible 19","AT3G15540","AT3G15540_at","IAA19 MSG2","Primary auxin-responsive gene. Involved in the regulation stamen filaments development.",-0.9,-0.68,-0.5,-0.56,-0.44,-0.53,-0.067,-0.26,1.29099298325402e-05,0.0240128066398351,0.0142306009837248,0.00184630584830325,0.0155547879238219,0.00189036852842365,0.998342219233687,0.159464087647506,-1,0,0,0,0,0,0,0
"AT5G46230",-2.59022336784319,-2.46200151441885,1.4164265187198e-05,1.42442209257979e-05,-2.52611244113102,1.42042430564979e-05,"Protein of unknown function, DUF538","AT5G46230","AT5G46230_at",NA,NA,-1.8,-0.82,-0.86,-0.91,-0.75,-1.4,0.14,-0.89,2.59132775325302e-07,0.0160819823360282,0.00323109403736739,0.000461439164445027,0.00421225414887883,3.79319310866987e-06,0.998342219233687,0.0121809987429169,-1,-1,0,-1,0,-1,0,-1
