gen.id	name	go.id
Zm00001d029833	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	GO:0034427
Zm00001d029833	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	GO:0070478
Zm00001d029833	positive regulation of wax biosynthetic process	GO:1904278
Zm00001d029834	methylation	GO:0032259
Zm00001d029837	protein phosphorylation	GO:0006468
Zm00001d029839	nucleic acid phosphodiester bond hydrolysis	GO:0090305
Zm00001d029842	transmembrane transport	GO:0055085
Zm00001d029847	protein ubiquitination	GO:0016567
Zm00001d029848	cellular amino acid biosynthetic process	GO:0008652
Zm00001d029848	branched-chain amino acid metabolic process	GO:0009081
Zm00001d029848	branched-chain amino acid biosynthetic process	GO:0009082
Zm00001d029850	phosphorylation	GO:0016310
Zm00001d029850	regulation of catalytic activity	GO:0050790
Zm00001d029853	proline metabolic process	GO:0006560
Zm00001d029853	proline catabolic process	GO:0006562
Zm00001d029853	proline catabolic process to glutamate	GO:0010133
Zm00001d029860	valine catabolic process	GO:0006574
Zm00001d029872	lipid transport	GO:0006869
Zm00001d029872	sterol transport	GO:0015918
Zm00001d029874	lipid metabolic process	GO:0006629
Zm00001d029874	phospholipid biosynthetic process	GO:0008654
Zm00001d029874	CDP-diacylglycerol biosynthetic process	GO:0016024
Zm00001d029878	fucose metabolic process	GO:0006004
Zm00001d029881	protein phosphorylation	GO:0006468
Zm00001d029881	signal transduction	GO:0007165
Zm00001d029885	regulation of flower development	GO:0009909
Zm00001d029887	translation	GO:0006412
Zm00001d029896	regulation of DNA-templated transcription	GO:0006355
Zm00001d029896	cell differentiation	GO:0030154
Zm00001d029899	anatomical structure morphogenesis	GO:0009653
Zm00001d029899	sexual reproduction	GO:0019953
Zm00001d029901	lipid metabolic process	GO:0006629
Zm00001d029901	fatty acid metabolic process	GO:0006631
Zm00001d029901	fatty acid biosynthetic process	GO:0006633
Zm00001d029902	lipid metabolic process	GO:0006629
Zm00001d029902	fatty acid metabolic process	GO:0006631
Zm00001d029902	fatty acid biosynthetic process	GO:0006633
Zm00001d029903	anatomical structure morphogenesis	GO:0009653
Zm00001d029903	sexual reproduction	GO:0019953
Zm00001d029906	anatomical structure morphogenesis	GO:0009653
Zm00001d029906	sexual reproduction	GO:0019953
Zm00001d029907	anatomical structure morphogenesis	GO:0009653
Zm00001d029907	sexual reproduction	GO:0019953
Zm00001d029910	regulation of ARF protein signal transduction	GO:0032012
Zm00001d029910	regulation of catalytic activity	GO:0050790
Zm00001d029913	anatomical structure morphogenesis	GO:0009653
Zm00001d029913	sexual reproduction	GO:0019953
Zm00001d029919	rRNA 5'-end processing	GO:0000967
Zm00001d029919	nucleobase-containing compound metabolic process	GO:0006139
Zm00001d029919	rRNA processing	GO:0006364
Zm00001d029919	ribosome biogenesis	GO:0042254
Zm00001d029921	spindle assembly	GO:0051225
Zm00001d029932	oligopeptide transport	GO:0006857
Zm00001d029932	response to nitrate	GO:0010167
Zm00001d029932	nitrate transmembrane transport	GO:0015706
Zm00001d029932	transmembrane transport	GO:0055085
Zm00001d029933	oligopeptide transport	GO:0006857
Zm00001d029933	response to nitrate	GO:0010167
Zm00001d029933	nitrate transmembrane transport	GO:0015706
Zm00001d029933	transmembrane transport	GO:0055085
Zm00001d029934	regulation of DNA-templated transcription	GO:0006355
Zm00001d029934	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d029948	protein phosphorylation	GO:0006468
Zm00001d029948	phosphorylation	GO:0016310
Zm00001d029958	protein glycosylation	GO:0006486
Zm00001d029958	biosynthetic process	GO:0009058
Zm00001d029958	mannosylation	GO:0097502
Zm00001d029959	biosynthetic process	GO:0009058
Zm00001d029959	sphingosine biosynthetic process	GO:0046512
Zm00001d029959	ceramide biosynthetic process	GO:0046513
Zm00001d029964	phosphorylation	GO:0016310
Zm00001d029965	response to oxidative stress	GO:0006979
Zm00001d029965	response to salt stress	GO:0009651
Zm00001d029965	cellular response to oxidative stress	GO:0034599
Zm00001d029968	nucleoside diphosphate phosphorylation	GO:0006165
Zm00001d029968	GTP biosynthetic process	GO:0006183
Zm00001d029968	UTP biosynthetic process	GO:0006228
Zm00001d029968	CTP biosynthetic process	GO:0006241
Zm00001d029968	nucleoside triphosphate biosynthetic process	GO:0009142
Zm00001d029968	phosphorylation	GO:0016310
Zm00001d029968	protein hexamerization	GO:0034214
Zm00001d029970	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079
Zm00001d029972	proteolysis	GO:0006508
Zm00001d029973	regulation of gene expression	GO:0010468
Zm00001d029975	protein phosphorylation	GO:0006468
Zm00001d029975	phosphorylation	GO:0016310
Zm00001d029975	intracellular signal transduction	GO:0035556
Zm00001d029976	calcium-mediated signaling	GO:0019722
Zm00001d029978	phosphorylation	GO:0016310
Zm00001d029978	regulation of catalytic activity	GO:0050790
Zm00001d029978	regulation of protein serine/threonine phosphatase activity	GO:0080163
Zm00001d029979	proteolysis	GO:0006508
Zm00001d029979	methylation	GO:0032259
Zm00001d029983	polysaccharide catabolic process	GO:0000272
Zm00001d029983	carbohydrate metabolic process	GO:0005975
Zm00001d029983	metabolic process	GO:0008152
Zm00001d029988	protein ubiquitination	GO:0016567
Zm00001d029988	primary metabolic process	GO:0044238
Zm00001d029988	cellular macromolecule metabolic process	GO:0044260
Zm00001d029994	protein targeting to vacuole	GO:0006623
Zm00001d029994	organelle organization	GO:0006996
Zm00001d029994	cellular response to starvation	GO:0009267
Zm00001d029994	macroautophagy	GO:0016236
Zm00001d029994	endosomal vesicle fusion	GO:0034058
Zm00001d029997	protein folding	GO:0006457
Zm00001d029997	chaperone cofactor-dependent protein refolding	GO:0051085
Zm00001d030002	response to stress	GO:0006950
Zm00001d030002	response to oxidative stress	GO:0006979
Zm00001d030002	hydrogen peroxide catabolic process	GO:0042744
Zm00001d030002	cellular oxidant detoxification	GO:0098869
Zm00001d030008	microtubule cytoskeleton organization	GO:0000226
Zm00001d030011	formation of cytoplasmic translation initiation complex	GO:0001732
Zm00001d030011	cytoplasmic translational initiation	GO:0002183
Zm00001d030011	translation	GO:0006412
Zm00001d030011	translational initiation	GO:0006413
Zm00001d030012	methylation	GO:0032259
Zm00001d030017	DNA replication	GO:0006260
Zm00001d030017	DNA strand elongation involved in DNA replication	GO:0006271
Zm00001d030017	nucleotide-excision repair, DNA gap filling	GO:0006297
Zm00001d030017	DNA synthesis involved in UV-damage excision repair	GO:1904161
Zm00001d030019	mitochondrial respiratory chain complex I assembly	GO:0032981
Zm00001d030020	glycolytic process	GO:0006096
Zm00001d030020	photosynthesis	GO:0015979
Zm00001d030020	phosphorylation	GO:0016310
Zm00001d030020	monocarboxylic acid metabolic process	GO:0032787
Zm00001d030021	protein phosphorylation	GO:0006468
Zm00001d030021	brassinosteroid mediated signaling pathway	GO:0009742
Zm00001d030021	phosphorylation	GO:0016310
Zm00001d030023	regulation of DNA-templated transcription	GO:0006355
Zm00001d030026	embryonic axis specification	GO:0000578
Zm00001d030026	protein targeting to vacuole	GO:0006623
Zm00001d030026	receptor-mediated endocytosis	GO:0006898
Zm00001d030026	endosome organization	GO:0007032
Zm00001d030026	vacuole organization	GO:0007033
Zm00001d030026	phototropism	GO:0009638
Zm00001d030026	amyloplast organization	GO:0009660
Zm00001d030026	embryo development ending in seed dormancy	GO:0009793
Zm00001d030026	negative gravitropism	GO:0009959
Zm00001d030026	response to starvation	GO:0042594
Zm00001d030026	late endosome to vacuole transport	GO:0045324
Zm00001d030026	cell division	GO:0051301
Zm00001d030026	regulation of early endosome to late endosome transport	GO:2000641
Zm00001d030031	COPI coating of Golgi vesicle	GO:0048205
Zm00001d030031	regulation of catalytic activity	GO:0050790
Zm00001d030034	tRNA wobble uridine modification	GO:0002098
Zm00001d030034	tRNA processing	GO:0008033
Zm00001d030034	tRNA methylation	GO:0030488
Zm00001d030034	mitochondrial tRNA wobble uridine modification	GO:0070899
Zm00001d030037	DNA replication	GO:0006260
Zm00001d030037	DNA-templated DNA replication	GO:0006261
Zm00001d030037	DNA repair	GO:0006281
Zm00001d030038	ubiquitin-dependent protein catabolic process	GO:0006511
Zm00001d030038	protein targeting to vacuole	GO:0006623
Zm00001d030038	Golgi to vacuole transport	GO:0006896
Zm00001d030038	protein ubiquitination	GO:0016567
Zm00001d030038	primary metabolic process	GO:0044238
Zm00001d030038	cellular macromolecule metabolic process	GO:0044260
Zm00001d030040	ribosomal large subunit export from nucleus	GO:0000055
Zm00001d030040	protein transport	GO:0015031
Zm00001d030043	guanosine tetraphosphate metabolic process	GO:0015969
Zm00001d030043	phosphorylation	GO:0016310
Zm00001d030046	telomere maintenance	GO:0000723
Zm00001d030046	DNA repair	GO:0006281
Zm00001d030046	DNA recombination	GO:0006310
Zm00001d030046	proteolysis	GO:0006508
Zm00001d030046	cellular response to DNA damage stimulus	GO:0006974
Zm00001d030046	DNA duplex unwinding	GO:0032508
Zm00001d030048	phosphorylation	GO:0016310
Zm00001d030048	starch biosynthetic process	GO:0019252
Zm00001d030055	telomere maintenance	GO:0000723
Zm00001d030055	DNA repair	GO:0006281
Zm00001d030055	DNA recombination	GO:0006310
Zm00001d030055	cellular response to DNA damage stimulus	GO:0006974
Zm00001d030055	DNA duplex unwinding	GO:0032508
Zm00001d030069	regulation of DNA-templated transcription	GO:0006355
Zm00001d030069	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d030079	negative regulation of organ growth	GO:0046621
Zm00001d030087	vacuolar proton-transporting V-type ATPase complex assembly	GO:0070072
Zm00001d030094	reciprocal meiotic recombination	GO:0007131
Zm00001d030095	reciprocal meiotic recombination	GO:0007131
Zm00001d030102	microtubule cytoskeleton organization	GO:0000226
Zm00001d030102	protein phosphorylation	GO:0006468
Zm00001d030103	carbohydrate metabolic process	GO:0005975
Zm00001d030103	cellular glucan metabolic process	GO:0006073
Zm00001d030103	metabolic process	GO:0008152
Zm00001d030103	xyloglucan metabolic process	GO:0010411
Zm00001d030103	cell wall biogenesis	GO:0042546
Zm00001d030103	cell wall organization	GO:0071555
Zm00001d030108	chromatin remodeling	GO:0006338
Zm00001d030108	regulation of gene expression	GO:0010468
Zm00001d030108	methylation	GO:0032259
Zm00001d030108	regulation of macromolecule metabolic process	GO:0060255
Zm00001d030109	phosphorylation	GO:0016310
Zm00001d030114	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463
Zm00001d030117	lipid metabolic process	GO:0006629
Zm00001d030117	glycerophospholipid metabolic process	GO:0006650
Zm00001d030117	phospholipid biosynthetic process	GO:0008654
Zm00001d030117	CDP-diacylglycerol biosynthetic process	GO:0016024
Zm00001d030121	plant-type primary cell wall biogenesis	GO:0009833
Zm00001d030121	cellulose biosynthetic process	GO:0030244
Zm00001d030121	plant-type cell wall organization or biogenesis	GO:0071669
Zm00001d030121	mannosylation	GO:0097502
Zm00001d030126	ubiquitin-dependent protein catabolic process	GO:0006511
Zm00001d030131	lipid metabolic process	GO:0006629
Zm00001d030131	CDP-choline pathway	GO:0006657
Zm00001d030131	phospholipid biosynthetic process	GO:0008654
Zm00001d030131	biosynthetic process	GO:0009058
Zm00001d030132	ubiquinone biosynthetic process	GO:0006744
Zm00001d030132	organic substance metabolic process	GO:0071704
Zm00001d030133	ion transport	GO:0006811
Zm00001d030133	ion transmembrane transport	GO:0034220
Zm00001d030133	cation transmembrane transport	GO:0098655
Zm00001d030134	telomere maintenance	GO:0000723
Zm00001d030134	DNA repair	GO:0006281
Zm00001d030134	DNA recombination	GO:0006310
Zm00001d030134	cellular response to DNA damage stimulus	GO:0006974
Zm00001d030134	DNA duplex unwinding	GO:0032508
Zm00001d030138	response to oxidative stress	GO:0006979
Zm00001d030138	mitochondrial respiratory chain complex I assembly	GO:0032981
Zm00001d030146	translation	GO:0006412
Zm00001d030147	plant-type primary cell wall biogenesis	GO:0009833
Zm00001d030147	mannosylation	GO:0097502
Zm00001d030149	proteolysis	GO:0006508
Zm00001d030149	protein quality control for misfolded or incompletely synthesized proteins	GO:0006515
Zm00001d030149	chloroplast organization	GO:0009658
Zm00001d030149	regulation of timing of transition from vegetative to reproductive phase	GO:0048510
Zm00001d030154	exocytosis	GO:0006887
Zm00001d030157	intracellular protein transport	GO:0006886
Zm00001d030157	protein transport	GO:0015031
Zm00001d030157	vesicle-mediated transport	GO:0016192
Zm00001d030158	transmembrane transport	GO:0055085
Zm00001d030159	transmembrane transport	GO:0055085
Zm00001d030163	methylation	GO:0032259
Zm00001d030166	response to abscisic acid	GO:0009737
Zm00001d030166	cellulose biosynthetic process	GO:0030244
Zm00001d030169	MAPK cascade	GO:0000165
Zm00001d030169	protein phosphorylation	GO:0006468
Zm00001d030169	phosphorylation	GO:0016310
Zm00001d030169	intracellular signal transduction	GO:0035556
Zm00001d030172	proteolysis	GO:0006508
Zm00001d030172	secondary metabolic process	GO:0019748
Zm00001d030173	protein phosphorylation	GO:0006468
Zm00001d030173	phosphorylation	GO:0016310
Zm00001d030173	peptidyl-tyrosine phosphorylation	GO:0018108
Zm00001d030173	protein autophosphorylation	GO:0046777
Zm00001d030191	regulation of DNA-templated transcription	GO:0006355
Zm00001d030191	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d030194	phosphorylation	GO:0016310
Zm00001d030194	inositol trisphosphate metabolic process	GO:0032957
Zm00001d030194	inositol phosphorylation	GO:0052746
Zm00001d030198	translation	GO:0006412
Zm00001d030199	response to oxidative stress	GO:0006979
Zm00001d030199	hydrogen peroxide catabolic process	GO:0042744
Zm00001d030199	cellular oxidant detoxification	GO:0098869
Zm00001d030207	RNA modification	GO:0009451
Zm00001d030212	protein phosphorylation	GO:0006468
Zm00001d030212	phosphorylation	GO:0016310
Zm00001d030213	protein phosphorylation	GO:0006468
Zm00001d030213	phosphorylation	GO:0016310
Zm00001d030216	gluconeogenesis	GO:0006094
Zm00001d030216	glycolytic process	GO:0006096
Zm00001d030216	glycerol catabolic process	GO:0019563
Zm00001d030216	glyceraldehyde-3-phosphate biosynthetic process	GO:0046166
Zm00001d030218	protein phosphorylation	GO:0006468
Zm00001d030218	phosphorylation	GO:0016310
Zm00001d030223	isoprenoid biosynthetic process	GO:0008299
Zm00001d030230	mitotic sister chromatid segregation	GO:0000070
Zm00001d030230	microtubule-based movement	GO:0007018
Zm00001d030230	spindle elongation	GO:0051231
Zm00001d030230	mitotic spindle assembly	GO:0090307
Zm00001d030232	regulation of DNA-templated transcription	GO:0006355
Zm00001d030235	oligopeptide transport	GO:0006857
Zm00001d030235	transmembrane transport	GO:0055085
Zm00001d030250	transmembrane transport	GO:0055085
Zm00001d030250	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961
Zm00001d030264	mitochondrial respiratory chain complex II assembly	GO:0034553
Zm00001d030264	regulation of protein dephosphorylation	GO:0035304
Zm00001d030264	regulation of catalytic activity	GO:0050790
Zm00001d030266	(1->3)-beta-D-glucan biosynthetic process	GO:0006075
Zm00001d030266	regulation of cell shape	GO:0008360
Zm00001d030266	cell wall organization	GO:0071555
Zm00001d030269	carbohydrate metabolic process	GO:0005975
Zm00001d030269	mannose metabolic process	GO:0006013
Zm00001d030270	carbohydrate metabolic process	GO:0005975
Zm00001d030270	mannose metabolic process	GO:0006013
Zm00001d030270	metabolic process	GO:0008152
Zm00001d030270	carbohydrate catabolic process	GO:0016052
Zm00001d030275	fatty acid biosynthetic process	GO:0006633
Zm00001d030277	fatty acid biosynthetic process	GO:0006633
Zm00001d030280	intercellular transport	GO:0010496
Zm00001d030282	carbohydrate metabolic process	GO:0005975
Zm00001d030282	mannose metabolic process	GO:0006013
Zm00001d030282	metabolic process	GO:0008152
Zm00001d030282	carbohydrate catabolic process	GO:0016052
Zm00001d030285	carbohydrate metabolic process	GO:0005975
Zm00001d030285	mannose metabolic process	GO:0006013
Zm00001d030285	metabolic process	GO:0008152
Zm00001d030285	carbohydrate catabolic process	GO:0016052
Zm00001d030289	proteolysis	GO:0006508
Zm00001d030290	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161
Zm00001d030295	protein glycosylation	GO:0006486
Zm00001d030295	fucosylation	GO:0036065
Zm00001d030296	vesicle fusion	GO:0006906
Zm00001d030297	anion transport	GO:0006820
Zm00001d030297	inorganic anion transport	GO:0015698
Zm00001d030299	tRNA modification	GO:0006400
Zm00001d030299	tRNA processing	GO:0008033
Zm00001d030299	tRNA-guanine transglycosylation	GO:0101030
Zm00001d030303	defense response	GO:0006952
Zm00001d030304	defense response	GO:0006952
Zm00001d030306	RNA processing	GO:0006396
Zm00001d030310	amino acid transmembrane transport	GO:0003333
Zm00001d030310	amino acid transport	GO:0006865
Zm00001d030323	protein phosphorylation	GO:0006468
Zm00001d030323	phosphorylation	GO:0016310
Zm00001d030328	lipid metabolic process	GO:0006629
Zm00001d030328	fatty acid metabolic process	GO:0006631
Zm00001d030328	fatty acid biosynthetic process	GO:0006633
Zm00001d030333	proteolysis	GO:0006508
Zm00001d030333	protein desumoylation	GO:0016926
Zm00001d030340	RNA export from nucleus	GO:0006405
Zm00001d030340	protein import into nucleus	GO:0006606
Zm00001d030340	nucleocytoplasmic transport	GO:0006913
Zm00001d030340	protein transport	GO:0015031
Zm00001d030342	RNA export from nucleus	GO:0006405
Zm00001d030342	protein import into nucleus	GO:0006606
Zm00001d030347	formaldehyde catabolic process	GO:0046294
Zm00001d030348	formaldehyde catabolic process	GO:0046294
Zm00001d030357	proteolysis	GO:0006508
Zm00001d030357	ubiquitin-dependent protein catabolic process	GO:0006511
Zm00001d030357	protein deubiquitination	GO:0016579
Zm00001d030361	carbohydrate metabolic process	GO:0005975
Zm00001d030361	metabolic process	GO:0008152
Zm00001d030363	phenylpropanoid biosynthetic process	GO:0009699
Zm00001d030364	hormone-mediated signaling pathway	GO:0009755
Zm00001d030364	positive regulation of DNA-templated transcription	GO:0045893
Zm00001d030366	double-strand break repair via homologous recombination	GO:0000724
Zm00001d030366	DNA replication	GO:0006260
Zm00001d030366	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d030366	DNA repair	GO:0006281
Zm00001d030366	DNA recombination	GO:0006310
Zm00001d030366	DNA duplex unwinding	GO:0032508
Zm00001d030373	glycolytic process	GO:0006096
Zm00001d030374	double-strand break repair via homologous recombination	GO:0000724
Zm00001d030374	DNA replication	GO:0006260
Zm00001d030374	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d030374	DNA repair	GO:0006281
Zm00001d030374	nucleotide-excision repair	GO:0006289
Zm00001d030374	DNA recombination	GO:0006310
Zm00001d030374	telomere maintenance via telomerase	GO:0007004
Zm00001d030374	meiotic cell cycle	GO:0051321
Zm00001d030376	telomere maintenance	GO:0000723
Zm00001d030376	DNA repair	GO:0006281
Zm00001d030376	DNA recombination	GO:0006310
Zm00001d030376	proteolysis	GO:0006508
Zm00001d030376	cellular response to DNA damage stimulus	GO:0006974
Zm00001d030376	DNA duplex unwinding	GO:0032508
Zm00001d030379	photoreactive repair	GO:0000719
Zm00001d030379	DNA repair	GO:0006281
Zm00001d030379	UV protection	GO:0009650
Zm00001d030381	photoreactive repair	GO:0000719
Zm00001d030382	protein import into nucleus	GO:0006606
Zm00001d030395	DNA repair	GO:0006281
Zm00001d030395	nucleic acid phosphodiester bond hydrolysis	GO:0090305
Zm00001d030396	dTMP biosynthetic process	GO:0006231
Zm00001d030396	one-carbon metabolic process	GO:0006730
Zm00001d030396	tetrahydrofolate biosynthetic process	GO:0046654
Zm00001d030398	mRNA stabilization	GO:0048255
Zm00001d030419	proteolysis	GO:0006508
Zm00001d030419	protein metabolic process	GO:0019538
Zm00001d030420	microtubule cytoskeleton organization	GO:0000226
Zm00001d030421	primary metabolic process	GO:0044238
Zm00001d030421	cellular macromolecule metabolic process	GO:0044260
Zm00001d030429	protein folding	GO:0006457
Zm00001d030464	carbohydrate transport	GO:0008643
Zm00001d030464	carbohydrate transmembrane transport	GO:0034219
Zm00001d030464	transmembrane transport	GO:0055085
Zm00001d030468	polysaccharide catabolic process	GO:0000272
Zm00001d030468	carbohydrate metabolic process	GO:0005975
Zm00001d030471	carbohydrate metabolic process	GO:0005975
Zm00001d030482	protein glycosylation	GO:0006486
Zm00001d030486	double-strand break repair via homologous recombination	GO:0000724
Zm00001d030486	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d030486	nucleotide-excision repair	GO:0006289
Zm00001d030486	telomere maintenance via telomerase	GO:0007004
Zm00001d030486	meiotic cell cycle	GO:0051321
Zm00001d030489	double-strand break repair via homologous recombination	GO:0000724
Zm00001d030489	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d030489	nucleotide-excision repair	GO:0006289
Zm00001d030489	telomere maintenance via telomerase	GO:0007004
Zm00001d030489	meiotic cell cycle	GO:0051321
Zm00001d030496	protein targeting to chloroplast	GO:0045036
Zm00001d030496	protein insertion into mitochondrial inner membrane	GO:0045039
Zm00001d030496	protein transmembrane transport	GO:0071806
Zm00001d030506	inositol biosynthetic process	GO:0006021
Zm00001d030506	lipid metabolic process	GO:0006629
Zm00001d030506	phospholipid biosynthetic process	GO:0008654
Zm00001d030507	transmembrane transport	GO:0055085
Zm00001d030508	protein targeting to membrane	GO:0006612
Zm00001d030508	peptidyl-L-cysteine S-palmitoylation	GO:0018230
Zm00001d030518	DNA-templated transcription elongation	GO:0006354
Zm00001d030518	regulation of DNA-templated transcription	GO:0006355
Zm00001d030518	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d030527	intracellular protein transport	GO:0006886
Zm00001d030527	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888
Zm00001d030527	vesicle-mediated transport	GO:0016192
Zm00001d030532	regulation of DNA-templated transcription	GO:0006355
Zm00001d030532	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d030532	positive regulation of DNA-templated transcription	GO:0045893
Zm00001d030533	cellular aromatic compound metabolic process	GO:0006725
Zm00001d030533	NADH metabolic process	GO:0006734
Zm00001d030533	NADP metabolic process	GO:0006739
Zm00001d030533	pyridoxine biosynthetic process	GO:0008615
Zm00001d030533	vitamin B6 metabolic process	GO:0042816
Zm00001d030533	pyridoxal phosphate biosynthetic process	GO:0042823
Zm00001d030533	organic hydroxy compound metabolic process	GO:1901615
Zm00001d030549	chlorophyll catabolic process	GO:0015996
Zm00001d030551	protein phosphorylation	GO:0006468
Zm00001d030554	ribosomal small subunit export from nucleus	GO:0000056
Zm00001d030554	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000447
Zm00001d030554	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000472
Zm00001d030554	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000480
Zm00001d030554	regulation of translation	GO:0006417
Zm00001d030554	response to sucrose	GO:0009744
Zm00001d030554	response to glucose	GO:0009749
Zm00001d030554	auxin homeostasis	GO:0010252
Zm00001d030556	transmembrane transport	GO:0055085
Zm00001d030557	biosynthetic process	GO:0009058
Zm00001d030557	L-alanine catabolic process	GO:0042853
Zm00001d030561	protein ubiquitination	GO:0016567
Zm00001d030561	nucleic acid phosphodiester bond hydrolysis	GO:0090305
Zm00001d030563	proteolysis	GO:0006508
Zm00001d030563	protein metabolic process	GO:0019538
Zm00001d030573	transcription open complex formation at RNA polymerase II promoter	GO:0001113
Zm00001d030573	transcription initiation at RNA polymerase II promoter	GO:0006367
Zm00001d030577	regulation of DNA-templated transcription	GO:0006355
Zm00001d030577	positive regulation of DNA-templated transcription	GO:0045893
Zm00001d030579	regulation of gene expression	GO:0010468
Zm00001d030583	carbohydrate metabolic process	GO:0005975
Zm00001d030583	metabolic process	GO:0008152
Zm00001d030584	response to water deprivation	GO:0009414
Zm00001d030584	response to abscisic acid	GO:0009737
Zm00001d030584	regulation of DNA damage checkpoint	GO:2000001
Zm00001d030591	fatty acid biosynthetic process	GO:0006633
Zm00001d030598	negative regulation of protein ubiquitination	GO:0031397
Zm00001d030609	lipid transport	GO:0006869
Zm00001d030609	sterol transport	GO:0015918
Zm00001d030613	sphingolipid metabolic process	GO:0006665
Zm00001d030613	ceramide biosynthetic process	GO:0046513
Zm00001d030614	double-strand break repair via break-induced replication	GO:0000727
Zm00001d030614	DNA replication	GO:0006260
Zm00001d030614	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d030614	DNA replication initiation	GO:0006270
Zm00001d030614	DNA strand elongation involved in DNA replication	GO:0006271
Zm00001d030614	cell cycle	GO:0007049
Zm00001d030614	DNA duplex unwinding	GO:0032508
Zm00001d030617	regulation of DNA-templated transcription	GO:0006355
Zm00001d030617	positive regulation of DNA-templated transcription	GO:0045893
Zm00001d030620	ubiquitin-dependent ERAD pathway	GO:0030433
Zm00001d030620	endoplasmic reticulum unfolded protein response	GO:0030968
Zm00001d030620	retrograde protein transport, ER to cytosol	GO:0030970
Zm00001d030623	ion transport	GO:0006811
Zm00001d030623	iron ion transport	GO:0006826
Zm00001d030623	iron ion transmembrane transport	GO:0034755
Zm00001d030623	transmembrane transport	GO:0055085
Zm00001d030624	chloroplast-nucleus signaling pathway	GO:0010019
Zm00001d030624	mitochondria-nucleus signaling pathway	GO:0031930
Zm00001d030626	regulation of DNA-templated transcription	GO:0006355
Zm00001d030626	protein phosphorylation	GO:0006468
Zm00001d030626	signal transduction	GO:0007165
Zm00001d030626	phosphorylation	GO:0016310
Zm00001d030626	response to stimulus	GO:0050896
Zm00001d030627	protein folding	GO:0006457
Zm00001d030627	microtubule-based process	GO:0007017
Zm00001d030627	tubulin complex assembly	GO:0007021
Zm00001d030638	photosynthesis	GO:0015979
Zm00001d030640	proteolysis	GO:0006508
Zm00001d030640	protein stabilization	GO:0050821
Zm00001d030643	cell wall modification	GO:0042545
Zm00001d030643	pectin catabolic process	GO:0045490
Zm00001d030644	regulation of DNA-templated transcription	GO:0006355
Zm00001d030646	telomere maintenance	GO:0000723
Zm00001d030646	DNA repair	GO:0006281
Zm00001d030646	DNA recombination	GO:0006310
Zm00001d030646	proteolysis	GO:0006508
Zm00001d030646	cellular response to DNA damage stimulus	GO:0006974
Zm00001d030646	DNA duplex unwinding	GO:0032508
Zm00001d030648	double-strand break repair via homologous recombination	GO:0000724
Zm00001d030648	DNA replication	GO:0006260
Zm00001d030648	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d030648	DNA repair	GO:0006281
Zm00001d030648	nucleotide-excision repair	GO:0006289
Zm00001d030648	DNA recombination	GO:0006310
Zm00001d030648	telomere maintenance via telomerase	GO:0007004
Zm00001d030648	meiotic cell cycle	GO:0051321
Zm00001d030654	ubiquinone biosynthetic process	GO:0006744
Zm00001d030656	anion transport	GO:0006820
Zm00001d030656	inorganic anion transport	GO:0015698
Zm00001d030656	ion homeostasis	GO:0050801
Zm00001d030656	transmembrane transport	GO:0055085
Zm00001d030657	biotin biosynthetic process	GO:0009102
Zm00001d030658	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079
Zm00001d030658	mitotic cell cycle phase transition	GO:0044772
Zm00001d030659	epigenetic regulation of gene expression	GO:0040029
Zm00001d030661	auxin-activated signaling pathway	GO:0009734
Zm00001d030661	phloem or xylem histogenesis	GO:0010087
Zm00001d030661	leaf vascular tissue pattern formation	GO:0010305
Zm00001d030665	establishment of localization	GO:0051234
Zm00001d030665	cation transmembrane transport	GO:0098655
Zm00001d030674	fatty acid alpha-oxidation	GO:0001561
Zm00001d030674	response to oxidative stress	GO:0006979
Zm00001d030674	cell death	GO:0008219
Zm00001d030674	systemic acquired resistance	GO:0009627
